place_id,display_name,category,stay_time,open_time,close_time
G0506,Node506,Other,0,00:00,23:59
G0507,Node507,Other,0,00:00,23:59
G0508,Node508,Other,0,00:00,23:59
G0509,Node509,Other,0,00:00,23:59
G0510,Node510,Other,0,00:00,23:59
G0511,Node511,Other,0,00:00,23:59
G0512,Node512,Other,0,00:00,23:59
G0513,Node513,Other,0,00:00,23:59
G0514,Node514,Other,0,00:00,23:59
G0515,Node515,Other,0,00:00,23:59
G0516,Node516,Other,0,00:00,23:59
G0517,Node517,Other,0,00:00,23:59
G0518,Node518,Other,0,00:00,23:59
G0519,Node519,Other,0,00:00,23:59
G0520,Node520,Other,0,00:00,23:59
G0521,Node521,Other,0,00:00,23:59
G0522,Node522,Other,0,00:00,23:59
G0523,Node523,Other,0,00:00,23:59
G0524,Node524,Other,0,00:00,23:59
G0525,Node525,Other,0,00:00,23:59
G0526,Node526,Other,0,00:00,23:59
G0527,Node527,Other,0,00:00,23:59
G0528,Node528,Other,0,00:00,23:59
G0529,Node529,Other,0,00:00,23:59
G0530,Node530,Other,0,00:00,23:59
G0531,Node531,Other,0,00:00,23:59
G0532,Node532,Other,0,00:00,23:59
G0533,Node533,Other,0,00:00,23:59
G0534,Node534,Other,0,00:00,23:59
G0535,Node535,Other,0,00:00,23:59
G0536,Node536,Other,0,00:00,23:59
G0537,Node537,Other,0,00:00,23:59
G0538,Node538,Other,0,00:00,23:59
G0539,Node539,Other,0,00:00,23:59
G0540,Node540,Other,0,00:00,23:59
G0541,Node541,Other,0,00:00,23:59
G0542,Node542,Other,0,00:00,23:59
G0543,Node543,Other,0,00:00,23:59
G0544,Node544,Other,0,00:00,23:59
G0545,Node545,Other,0,00:00,23:59
G0546,Node546,Other,0,00:00,23:59
G0547,Node547,Other,0,00:00,23:59
G0548,Node548,Other,0,00:00,23:59
G0549,Node549,Other,0,00:00,23:59
G0550,Node550,Other,0,00:00,23:59
G0551,Node551,Other,0,00:00,23:59
G0552,Node552,Other,0,00:00,23:59
G0553,Node553,Other,0,00:00,23:59
G0554,Node554,Other,0,00:00,23:59
G0555,Node555,Other,0,00:00,23:59
G0556,Node556,Other,0,00:00,23:59
G0557,Node557,Other,0,00:00,23:59
G0558,Node558,Other,0,00:00,23:59
G0559,Node559,Other,0,00:00,23:59
G0560,Node560,Other,0,00:00,23:59
G0561,Node561,Other,0,00:00,23:59
G0562,Node562,Other,0,00:00,23:59
G0563,Node563,Other,0,00:00,23:59
G0564,Node564,Other,0,00:00,23:59
G0565,Node565,Other,0,00:00,23:59
G0566,Node566,Other,0,00:00,23:59
G0567,Node567,Other,0,00:00,23:59
G0568,Node568,Other,0,00:00,23:59
G0569,Node569,Other,0,00:00,23:59
G0570,Node570,Other,0,00:00,23:59
G0571,Node571,Other,0,00:00,23:59
G0572,Node572,Other,0,00:00,23:59
G0573,Node573,Other,0,00:00,23:59
G0574,Node574,Other,0,00:00,23:59
G0575,Node575,Other,0,00:00,23:59
G0576,Node576,Other,0,00:00,23:59
G0577,Node577,Other,0,00:00,23:59
G0578,Node578,Other,0,00:00,23:59
G0579,Node579,Other,0,00:00,23:59
G0580,Node580,Other,0,00:00,23:59
G0581,Node581,Other,0,00:00,23:59
G0582,Node582,Other,0,00:00,23:59
G0583,Node583,Other,0,00:00,23:59
G0584,Node584,Other,0,00:00,23:59
G0585,Node585,Other,0,00:00,23:59
G0586,Node586,Other,0,00:00,23:59
G0587,Node587,Other,0,00:00,23:59
G0588,Node588,Other,0,00:00,23:59
G0589,Node589,Other,0,00:00,23:59
G0590,Node590,Other,0,00:00,23:59
G0591,Node591,Other,0,00:00,23:59
G0592,Node592,Other,0,00:00,23:59
G0593,Node593,Other,0,00:00,23:59
G0594,Node594,Other,0,00:00,23:59
G0595,Node595,Other,0,00:00,23:59
G0596,Node596,Other,0,00:00,23:59
G0597,Node597,Other,0,00:00,23:59
G0598,Node598,Other,0,00:00,23:59
G0599,Node599,Other,0,00:00,23:59
G0600,Node600,Other,0,00:00,23:59
G0601,Node601,Other,0,00:00,23:59
G0602,Node602,Other,0,00:00,23:59
G0603,Node603,Other,0,00:00,23:59
G0604,Node604,Other,0,00:00,23:59
G0605,Node605,Other,0,00:00,23:59
G0606,Node606,Other,0,00:00,23:59
G0607,Node607,Other,0,00:00,23:59
G0608,Node608,Other,0,00:00,23:59
G0609,Node609,Other,0,00:00,23:59
G0610,Node610,Other,0,00:00,23:59
G0611,Node611,Other,0,00:00,23:59
G0612,Node612,Other,0,00:00,23:59
G0613,Node613,Other,0,00:00,23:59
G0614,Node614,Other,0,00:00,23:59
G0615,Node615,Other,0,00:00,23:59
G0616,Node616,Other,0,00:00,23:59
G0617,Node617,Other,0,00:00,23:59
G0618,Node618,Other,0,00:00,23:59
G0619,Node619,Other,0,00:00,23:59
G0620,Node620,Other,0,00:00,23:59
G0621,Node621,Other,0,00:00,23:59
G0622,Node622,Other,0,00:00,23:59
G0623,Node623,Other,0,00:00,23:59
G0624,Node624,Other,0,00:00,23:59
G0625,Node625,Other,0,00:00,23:59
G0626,Node626,Other,0,00:00,23:59
G0627,Node627,Other,0,00:00,23:59
G0628,Node628,Other,0,00:00,23:59
G0629,Node629,Other,0,00:00,23:59
G0630,Node630,Other,0,00:00,23:59
G0631,Node631,Other,0,00:00,23:59
G0632,Node632,Other,0,00:00,23:59
G0633,Node633,Other,0,00:00,23:59
G0634,Node634,Other,0,00:00,23:59
G0635,Node635,Other,0,00:00,23:59
G0636,Node636,Other,0,00:00,23:59
G0637,Node637,Other,0,00:00,23:59
G0638,Node638,Other,0,00:00,23:59
G0639,Node639,Other,0,00:00,23:59
G0640,Node640,Other,0,00:00,23:59
G0641,Node641,Other,0,00:00,23:59
G0642,Node642,Other,0,00:00,23:59
G0643,Node643,Other,0,00:00,23:59
G0644,Node644,Other,0,00:00,23:59
G0645,Node645,Other,0,00:00,23:59
G0646,Node646,Other,0,00:00,23:59
G0647,Node647,Other,0,00:00,23:59
G0648,Node648,Other,0,00:00,23:59
G0649,Node649,Other,0,00:00,23:59
G0650,Node650,Other,0,00:00,23:59
G0651,Node651,Other,0,00:00,23:59
G0652,Node652,Other,0,00:00,23:59
G0653,Node653,Other,0,00:00,23:59
G0654,Node654,Other,0,00:00,23:59
G0655,Node655,Other,0,00:00,23:59
G0656,Node656,Other,0,00:00,23:59
G0657,Node657,Other,0,00:00,23:59
G0658,Node658,Other,0,00:00,23:59
G0659,Node659,Other,0,00:00,23:59
G0660,Node660,Other,0,00:00,23:59
G0661,Node661,Other,0,00:00,23:59
G0662,Node662,Other,0,00:00,23:59
G0663,Node663,Other,0,00:00,23:59
G0664,Node664,Other,0,00:00,23:59
